id,department,role_family,capability_level,max_risk
"trust-and-safety-verification-governance-team-lead","Trust & Safety","verification-governance","L3","R2"
"trust-and-safety-verification-governance-department-lead","Trust & Safety","verification-governance","L4","R3"
"trust-and-safety-verification-governance-executive-coordinator","Trust & Safety","verification-governance","L5","R3"
"trust-and-safety-knowledge-coordination-utility-worker","Trust & Safety","knowledge-coordination","L0","R1"
"trust-and-safety-knowledge-coordination-specialist","Trust & Safety","knowledge-coordination","L1","R1"
"trust-and-safety-knowledge-coordination-senior-specialist","Trust & Safety","knowledge-coordination","L2","R2"
"trust-and-safety-knowledge-coordination-team-lead","Trust & Safety","knowledge-coordination","L3","R2"
"trust-and-safety-knowledge-coordination-department-lead","Trust & Safety","knowledge-coordination","L4","R3"
"trust-and-safety-knowledge-coordination-executive-coordinator","Trust & Safety","knowledge-coordination","L5","R3"
"internal-audit-strategy-planning-utility-worker","Internal Audit","strategy-planning","L0","R1"
"internal-audit-strategy-planning-specialist","Internal Audit","strategy-planning","L1","R1"
"internal-audit-strategy-planning-senior-specialist","Internal Audit","strategy-planning","L2","R2"
"internal-audit-strategy-planning-team-lead","Internal Audit","strategy-planning","L3","R2"
"internal-audit-strategy-planning-department-lead","Internal Audit","strategy-planning","L4","R3"
"internal-audit-strategy-planning-executive-coordinator","Internal Audit","strategy-planning","L5","R3"
"internal-audit-analysis-research-utility-worker","Internal Audit","analysis-research","L0","R1"
"internal-audit-analysis-research-specialist","Internal Audit","analysis-research","L1","R1"
"internal-audit-analysis-research-senior-specialist","Internal Audit","analysis-research","L2","R2"
"internal-audit-analysis-research-team-lead","Internal Audit","analysis-research","L3","R2"
"internal-audit-analysis-research-department-lead","Internal Audit","analysis-research","L4","R3"
"internal-audit-analysis-research-executive-coordinator","Internal Audit","analysis-research","L5","R3"
"internal-audit-implementation-delivery-utility-worker","Internal Audit","implementation-delivery","L0","R1"
"internal-audit-implementation-delivery-specialist","Internal Audit","implementation-delivery","L1","R1"
"internal-audit-implementation-delivery-senior-specialist","Internal Audit","implementation-delivery","L2","R2"
"internal-audit-implementation-delivery-team-lead","Internal Audit","implementation-delivery","L3","R2"
"internal-audit-implementation-delivery-department-lead","Internal Audit","implementation-delivery","L4","R3"
"internal-audit-implementation-delivery-executive-coordinator","Internal Audit","implementation-delivery","L5","R3"
"internal-audit-operations-reliability-utility-worker","Internal Audit","operations-reliability","L0","R1"
"internal-audit-operations-reliability-specialist","Internal Audit","operations-reliability","L1","R1"
"internal-audit-operations-reliability-senior-specialist","Internal Audit","operations-reliability","L2","R2"
"internal-audit-operations-reliability-team-lead","Internal Audit","operations-reliability","L3","R2"
"internal-audit-operations-reliability-department-lead","Internal Audit","operations-reliability","L4","R3"
"internal-audit-operations-reliability-executive-coordinator","Internal Audit","operations-reliability","L5","R3"
"internal-audit-verification-governance-utility-worker","Internal Audit","verification-governance","L0","R1"
"internal-audit-verification-governance-specialist","Internal Audit","verification-governance","L1","R1"
"internal-audit-verification-governance-senior-specialist","Internal Audit","verification-governance","L2","R2"
"internal-audit-verification-governance-team-lead","Internal Audit","verification-governance","L3","R2"
"internal-audit-verification-governance-department-lead","Internal Audit","verification-governance","L4","R3"
"internal-audit-verification-governance-executive-coordinator","Internal Audit","verification-governance","L5","R3"
"internal-audit-knowledge-coordination-utility-worker","Internal Audit","knowledge-coordination","L0","R1"
"internal-audit-knowledge-coordination-specialist","Internal Audit","knowledge-coordination","L1","R1"
"internal-audit-knowledge-coordination-senior-specialist","Internal Audit","knowledge-coordination","L2","R2"
"internal-audit-knowledge-coordination-team-lead","Internal Audit","knowledge-coordination","L3","R2"
"internal-audit-knowledge-coordination-department-lead","Internal Audit","knowledge-coordination","L4","R3"
"internal-audit-knowledge-coordination-executive-coordinator","Internal Audit","knowledge-coordination","L5","R3"
"business-continuity-and-crisis-management-strategy-planning-utility-worker","Business Continuity & Crisis Management","strategy-planning","L0","R1"
"business-continuity-and-crisis-management-strategy-planning-specialist","Business Continuity & Crisis Management","strategy-planning","L1","R1"
"business-continuity-and-crisis-management-strategy-planning-senior-specialist","Business Continuity & Crisis Management","strategy-planning","L2","R2"
"business-continuity-and-crisis-management-strategy-planning-team-lead","Business Continuity & Crisis Management","strategy-planning","L3","R2"
"business-continuity-and-crisis-management-strategy-planning-department-lead","Business Continuity & Crisis Management","strategy-planning","L4","R3"
"business-continuity-and-crisis-management-strategy-planning-executive-coordinator","Business Continuity & Crisis Management","strategy-planning","L5","R3"
"business-continuity-and-crisis-management-analysis-research-utility-worker","Business Continuity & Crisis Management","analysis-research","L0","R1"
"business-continuity-and-crisis-management-analysis-research-specialist","Business Continuity & Crisis Management","analysis-research","L1","R1"
"business-continuity-and-crisis-management-analysis-research-senior-specialist","Business Continuity & Crisis Management","analysis-research","L2","R2"
"business-continuity-and-crisis-management-analysis-research-team-lead","Business Continuity & Crisis Management","analysis-research","L3","R2"
"business-continuity-and-crisis-management-analysis-research-department-lead","Business Continuity & Crisis Management","analysis-research","L4","R3"
"business-continuity-and-crisis-management-analysis-research-executive-coordinator","Business Continuity & Crisis Management","analysis-research","L5","R3"
"business-continuity-and-crisis-management-implementation-delivery-utility-worker","Business Continuity & Crisis Management","implementation-delivery","L0","R1"
"business-continuity-and-crisis-management-implementation-delivery-specialist","Business Continuity & Crisis Management","implementation-delivery","L1","R1"
"business-continuity-and-crisis-management-implementation-delivery-senior-specialist","Business Continuity & Crisis Management","implementation-delivery","L2","R2"
"business-continuity-and-crisis-management-implementation-delivery-team-lead","Business Continuity & Crisis Management","implementation-delivery","L3","R2"
"business-continuity-and-crisis-management-implementation-delivery-department-lead","Business Continuity & Crisis Management","implementation-delivery","L4","R3"
"business-continuity-and-crisis-management-implementation-delivery-executive-coordinator","Business Continuity & Crisis Management","implementation-delivery","L5","R3"
"business-continuity-and-crisis-management-operations-reliability-utility-worker","Business Continuity & Crisis Management","operations-reliability","L0","R1"
"business-continuity-and-crisis-management-operations-reliability-specialist","Business Continuity & Crisis Management","operations-reliability","L1","R1"
"business-continuity-and-crisis-management-operations-reliability-senior-specialist","Business Continuity & Crisis Management","operations-reliability","L2","R2"
"business-continuity-and-crisis-management-operations-reliability-team-lead","Business Continuity & Crisis Management","operations-reliability","L3","R2"
"business-continuity-and-crisis-management-operations-reliability-department-lead","Business Continuity & Crisis Management","operations-reliability","L4","R3"
"business-continuity-and-crisis-management-operations-reliability-executive-coordinator","Business Continuity & Crisis Management","operations-reliability","L5","R3"
"business-continuity-and-crisis-management-verification-governance-utility-worker","Business Continuity & Crisis Management","verification-governance","L0","R1"
"business-continuity-and-crisis-management-verification-governance-specialist","Business Continuity & Crisis Management","verification-governance","L1","R1"
"business-continuity-and-crisis-management-verification-governance-senior-specialist","Business Continuity & Crisis Management","verification-governance","L2","R2"
"business-continuity-and-crisis-management-verification-governance-team-lead","Business Continuity & Crisis Management","verification-governance","L3","R2"
"business-continuity-and-crisis-management-verification-governance-department-lead","Business Continuity & Crisis Management","verification-governance","L4","R3"
"business-continuity-and-crisis-management-verification-governance-executive-coordinator","Business Continuity & Crisis Management","verification-governance","L5","R3"
"business-continuity-and-crisis-management-knowledge-coordination-utility-worker","Business Continuity & Crisis Management","knowledge-coordination","L0","R1"
"business-continuity-and-crisis-management-knowledge-coordination-specialist","Business Continuity & Crisis Management","knowledge-coordination","L1","R1"
"business-continuity-and-crisis-management-knowledge-coordination-senior-specialist","Business Continuity & Crisis Management","knowledge-coordination","L2","R2"
"business-continuity-and-crisis-management-knowledge-coordination-team-lead","Business Continuity & Crisis Management","knowledge-coordination","L3","R2"
"business-continuity-and-crisis-management-knowledge-coordination-department-lead","Business Continuity & Crisis Management","knowledge-coordination","L4","R3"
"business-continuity-and-crisis-management-knowledge-coordination-executive-coordinator","Business Continuity & Crisis Management","knowledge-coordination","L5","R3"
"developer-experience-strategy-planning-utility-worker","Developer Experience","strategy-planning","L0","R1"
"developer-experience-strategy-planning-specialist","Developer Experience","strategy-planning","L1","R1"
"developer-experience-strategy-planning-senior-specialist","Developer Experience","strategy-planning","L2","R2"
"developer-experience-strategy-planning-team-lead","Developer Experience","strategy-planning","L3","R2"
"developer-experience-strategy-planning-department-lead","Developer Experience","strategy-planning","L4","R3"
"developer-experience-strategy-planning-executive-coordinator","Developer Experience","strategy-planning","L5","R3"
"developer-experience-analysis-research-utility-worker","Developer Experience","analysis-research","L0","R1"
"developer-experience-analysis-research-specialist","Developer Experience","analysis-research","L1","R1"
"developer-experience-analysis-research-senior-specialist","Developer Experience","analysis-research","L2","R2"
"developer-experience-analysis-research-team-lead","Developer Experience","analysis-research","L3","R2"
"developer-experience-analysis-research-department-lead","Developer Experience","analysis-research","L4","R3"
"developer-experience-analysis-research-executive-coordinator","Developer Experience","analysis-research","L5","R3"
"developer-experience-implementation-delivery-utility-worker","Developer Experience","implementation-delivery","L0","R1"
"developer-experience-implementation-delivery-specialist","Developer Experience","implementation-delivery","L1","R1"
"developer-experience-implementation-delivery-senior-specialist","Developer Experience","implementation-delivery","L2","R2"
"developer-experience-implementation-delivery-team-lead","Developer Experience","implementation-delivery","L3","R2"
"developer-experience-implementation-delivery-department-lead","Developer Experience","implementation-delivery","L4","R3"
"developer-experience-implementation-delivery-executive-coordinator","Developer Experience","implementation-delivery","L5","R3"
"developer-experience-operations-reliability-utility-worker","Developer Experience","operations-reliability","L0","R1"
"developer-experience-operations-reliability-specialist","Developer Experience","operations-reliability","L1","R1"
"developer-experience-operations-reliability-senior-specialist","Developer Experience","operations-reliability","L2","R2"
"developer-experience-operations-reliability-team-lead","Developer Experience","operations-reliability","L3","R2"
"developer-experience-operations-reliability-department-lead","Developer Experience","operations-reliability","L4","R3"
"developer-experience-operations-reliability-executive-coordinator","Developer Experience","operations-reliability","L5","R3"
"developer-experience-verification-governance-utility-worker","Developer Experience","verification-governance","L0","R1"
"developer-experience-verification-governance-specialist","Developer Experience","verification-governance","L1","R1"
"developer-experience-verification-governance-senior-specialist","Developer Experience","verification-governance","L2","R2"
"developer-experience-verification-governance-team-lead","Developer Experience","verification-governance","L3","R2"
"developer-experience-verification-governance-department-lead","Developer Experience","verification-governance","L4","R3"
"developer-experience-verification-governance-executive-coordinator","Developer Experience","verification-governance","L5","R3"
"developer-experience-knowledge-coordination-utility-worker","Developer Experience","knowledge-coordination","L0","R1"
"developer-experience-knowledge-coordination-specialist","Developer Experience","knowledge-coordination","L1","R1"
"developer-experience-knowledge-coordination-senior-specialist","Developer Experience","knowledge-coordination","L2","R2"
"developer-experience-knowledge-coordination-team-lead","Developer Experience","knowledge-coordination","L3","R2"
"developer-experience-knowledge-coordination-department-lead","Developer Experience","knowledge-coordination","L4","R3"
"developer-experience-knowledge-coordination-executive-coordinator","Developer Experience","knowledge-coordination","L5","R3"
"architecture-strategy-planning-utility-worker","Architecture","strategy-planning","L0","R1"
"architecture-strategy-planning-specialist","Architecture","strategy-planning","L1","R1"
"architecture-strategy-planning-senior-specialist","Architecture","strategy-planning","L2","R2"
"architecture-strategy-planning-team-lead","Architecture","strategy-planning","L3","R2"
"architecture-strategy-planning-department-lead","Architecture","strategy-planning","L4","R3"
"architecture-strategy-planning-executive-coordinator","Architecture","strategy-planning","L5","R3"
"architecture-analysis-research-utility-worker","Architecture","analysis-research","L0","R1"
"architecture-analysis-research-specialist","Architecture","analysis-research","L1","R1"
"architecture-analysis-research-senior-specialist","Architecture","analysis-research","L2","R2"
"architecture-analysis-research-team-lead","Architecture","analysis-research","L3","R2"
"architecture-analysis-research-department-lead","Architecture","analysis-research","L4","R3"
"architecture-analysis-research-executive-coordinator","Architecture","analysis-research","L5","R3"
"architecture-implementation-delivery-utility-worker","Architecture","implementation-delivery","L0","R1"
"architecture-implementation-delivery-specialist","Architecture","implementation-delivery","L1","R1"
"architecture-implementation-delivery-senior-specialist","Architecture","implementation-delivery","L2","R2"
"architecture-implementation-delivery-team-lead","Architecture","implementation-delivery","L3","R2"
"architecture-implementation-delivery-department-lead","Architecture","implementation-delivery","L4","R3"
"architecture-implementation-delivery-executive-coordinator","Architecture","implementation-delivery","L5","R3"
"architecture-operations-reliability-utility-worker","Architecture","operations-reliability","L0","R1"
"architecture-operations-reliability-specialist","Architecture","operations-reliability","L1","R1"
"architecture-operations-reliability-senior-specialist","Architecture","operations-reliability","L2","R2"
"architecture-operations-reliability-team-lead","Architecture","operations-reliability","L3","R2"
"architecture-operations-reliability-department-lead","Architecture","operations-reliability","L4","R3"
"architecture-operations-reliability-executive-coordinator","Architecture","operations-reliability","L5","R3"
"architecture-verification-governance-utility-worker","Architecture","verification-governance","L0","R1"
"architecture-verification-governance-specialist","Architecture","verification-governance","L1","R1"
"architecture-verification-governance-senior-specialist","Architecture","verification-governance","L2","R2"
"architecture-verification-governance-team-lead","Architecture","verification-governance","L3","R2"
"architecture-verification-governance-department-lead","Architecture","verification-governance","L4","R3"
"architecture-verification-governance-executive-coordinator","Architecture","verification-governance","L5","R3"
"architecture-knowledge-coordination-utility-worker","Architecture","knowledge-coordination","L0","R1"
"architecture-knowledge-coordination-specialist","Architecture","knowledge-coordination","L1","R1"
"architecture-knowledge-coordination-senior-specialist","Architecture","knowledge-coordination","L2","R2"
"architecture-knowledge-coordination-team-lead","Architecture","knowledge-coordination","L3","R2"
"architecture-knowledge-coordination-department-lead","Architecture","knowledge-coordination","L4","R3"
"architecture-knowledge-coordination-executive-coordinator","Architecture","knowledge-coordination","L5","R3"
"cloud-and-network-engineering-strategy-planning-utility-worker","Cloud & Network Engineering","strategy-planning","L0","R1"
"cloud-and-network-engineering-strategy-planning-specialist","Cloud & Network Engineering","strategy-planning","L1","R1"
"cloud-and-network-engineering-strategy-planning-senior-specialist","Cloud & Network Engineering","strategy-planning","L2","R2"
"cloud-and-network-engineering-strategy-planning-team-lead","Cloud & Network Engineering","strategy-planning","L3","R2"
"cloud-and-network-engineering-strategy-planning-department-lead","Cloud & Network Engineering","strategy-planning","L4","R3"
"cloud-and-network-engineering-strategy-planning-executive-coordinator","Cloud & Network Engineering","strategy-planning","L5","R3"
"cloud-and-network-engineering-analysis-research-utility-worker","Cloud & Network Engineering","analysis-research","L0","R1"
"cloud-and-network-engineering-analysis-research-specialist","Cloud & Network Engineering","analysis-research","L1","R1"
"cloud-and-network-engineering-analysis-research-senior-specialist","Cloud & Network Engineering","analysis-research","L2","R2"
"cloud-and-network-engineering-analysis-research-team-lead","Cloud & Network Engineering","analysis-research","L3","R2"
"cloud-and-network-engineering-analysis-research-department-lead","Cloud & Network Engineering","analysis-research","L4","R3"
"cloud-and-network-engineering-analysis-research-executive-coordinator","Cloud & Network Engineering","analysis-research","L5","R3"
"cloud-and-network-engineering-implementation-delivery-utility-worker","Cloud & Network Engineering","implementation-delivery","L0","R1"
"cloud-and-network-engineering-implementation-delivery-specialist","Cloud & Network Engineering","implementation-delivery","L1","R1"
"cloud-and-network-engineering-implementation-delivery-senior-specialist","Cloud & Network Engineering","implementation-delivery","L2","R2"
"cloud-and-network-engineering-implementation-delivery-team-lead","Cloud & Network Engineering","implementation-delivery","L3","R2"
"cloud-and-network-engineering-implementation-delivery-department-lead","Cloud & Network Engineering","implementation-delivery","L4","R3"
"cloud-and-network-engineering-implementation-delivery-executive-coordinator","Cloud & Network Engineering","implementation-delivery","L5","R3"
"cloud-and-network-engineering-operations-reliability-utility-worker","Cloud & Network Engineering","operations-reliability","L0","R1"
"cloud-and-network-engineering-operations-reliability-specialist","Cloud & Network Engineering","operations-reliability","L1","R1"
"cloud-and-network-engineering-operations-reliability-senior-specialist","Cloud & Network Engineering","operations-reliability","L2","R2"
"cloud-and-network-engineering-operations-reliability-team-lead","Cloud & Network Engineering","operations-reliability","L3","R2"
"cloud-and-network-engineering-operations-reliability-department-lead","Cloud & Network Engineering","operations-reliability","L4","R3"
"cloud-and-network-engineering-operations-reliability-executive-coordinator","Cloud & Network Engineering","operations-reliability","L5","R3"
"cloud-and-network-engineering-verification-governance-utility-worker","Cloud & Network Engineering","verification-governance","L0","R1"
"cloud-and-network-engineering-verification-governance-specialist","Cloud & Network Engineering","verification-governance","L1","R1"
"cloud-and-network-engineering-verification-governance-senior-specialist","Cloud & Network Engineering","verification-governance","L2","R2"
"cloud-and-network-engineering-verification-governance-team-lead","Cloud & Network Engineering","verification-governance","L3","R2"
"cloud-and-network-engineering-verification-governance-department-lead","Cloud & Network Engineering","verification-governance","L4","R3"
"cloud-and-network-engineering-verification-governance-executive-coordinator","Cloud & Network Engineering","verification-governance","L5","R3"
"cloud-and-network-engineering-knowledge-coordination-utility-worker","Cloud & Network Engineering","knowledge-coordination","L0","R1"
"cloud-and-network-engineering-knowledge-coordination-specialist","Cloud & Network Engineering","knowledge-coordination","L1","R1"
"cloud-and-network-engineering-knowledge-coordination-senior-specialist","Cloud & Network Engineering","knowledge-coordination","L2","R2"
"cloud-and-network-engineering-knowledge-coordination-team-lead","Cloud & Network Engineering","knowledge-coordination","L3","R2"
"cloud-and-network-engineering-knowledge-coordination-department-lead","Cloud & Network Engineering","knowledge-coordination","L4","R3"
"cloud-and-network-engineering-knowledge-coordination-executive-coordinator","Cloud & Network Engineering","knowledge-coordination","L5","R3"
"developer-platform-strategy-planning-utility-worker","Developer Platform","strategy-planning","L0","R1"
"developer-platform-strategy-planning-specialist","Developer Platform","strategy-planning","L1","R1"
"developer-platform-strategy-planning-senior-specialist","Developer Platform","strategy-planning","L2","R2"
"developer-platform-strategy-planning-team-lead","Developer Platform","strategy-planning","L3","R2"
"developer-platform-strategy-planning-department-lead","Developer Platform","strategy-planning","L4","R3"
"developer-platform-strategy-planning-executive-coordinator","Developer Platform","strategy-planning","L5","R3"
"developer-platform-analysis-research-utility-worker","Developer Platform","analysis-research","L0","R1"
"developer-platform-analysis-research-specialist","Developer Platform","analysis-research","L1","R1"
"developer-platform-analysis-research-senior-specialist","Developer Platform","analysis-research","L2","R2"
"developer-platform-analysis-research-team-lead","Developer Platform","analysis-research","L3","R2"
"developer-platform-analysis-research-department-lead","Developer Platform","analysis-research","L4","R3"
"developer-platform-analysis-research-executive-coordinator","Developer Platform","analysis-research","L5","R3"
"developer-platform-implementation-delivery-utility-worker","Developer Platform","implementation-delivery","L0","R1"
"developer-platform-implementation-delivery-specialist","Developer Platform","implementation-delivery","L1","R1"
"developer-platform-implementation-delivery-senior-specialist","Developer Platform","implementation-delivery","L2","R2"
"developer-platform-implementation-delivery-team-lead","Developer Platform","implementation-delivery","L3","R2"
"developer-platform-implementation-delivery-department-lead","Developer Platform","implementation-delivery","L4","R3"
"developer-platform-implementation-delivery-executive-coordinator","Developer Platform","implementation-delivery","L5","R3"
"developer-platform-operations-reliability-utility-worker","Developer Platform","operations-reliability","L0","R1"
"developer-platform-operations-reliability-specialist","Developer Platform","operations-reliability","L1","R1"
"developer-platform-operations-reliability-senior-specialist","Developer Platform","operations-reliability","L2","R2"
"developer-platform-operations-reliability-team-lead","Developer Platform","operations-reliability","L3","R2"
"developer-platform-operations-reliability-department-lead","Developer Platform","operations-reliability","L4","R3"
"developer-platform-operations-reliability-executive-coordinator","Developer Platform","operations-reliability","L5","R3"
"developer-platform-verification-governance-utility-worker","Developer Platform","verification-governance","L0","R1"
"developer-platform-verification-governance-specialist","Developer Platform","verification-governance","L1","R1"
"developer-platform-verification-governance-senior-specialist","Developer Platform","verification-governance","L2","R2"
"developer-platform-verification-governance-team-lead","Developer Platform","verification-governance","L3","R2"
"developer-platform-verification-governance-department-lead","Developer Platform","verification-governance","L4","R3"
"developer-platform-verification-governance-executive-coordinator","Developer Platform","verification-governance","L5","R3"
"developer-platform-knowledge-coordination-utility-worker","Developer Platform","knowledge-coordination","L0","R1"
"developer-platform-knowledge-coordination-specialist","Developer Platform","knowledge-coordination","L1","R1"
"developer-platform-knowledge-coordination-senior-specialist","Developer Platform","knowledge-coordination","L2","R2"
"developer-platform-knowledge-coordination-team-lead","Developer Platform","knowledge-coordination","L3","R2"
"developer-platform-knowledge-coordination-department-lead","Developer Platform","knowledge-coordination","L4","R3"
"developer-platform-knowledge-coordination-executive-coordinator","Developer Platform","knowledge-coordination","L5","R3"
"data-platform-strategy-planning-utility-worker","Data Platform","strategy-planning","L0","R1"
"data-platform-strategy-planning-specialist","Data Platform","strategy-planning","L1","R1"
"data-platform-strategy-planning-senior-specialist","Data Platform","strategy-planning","L2","R2"
"data-platform-strategy-planning-team-lead","Data Platform","strategy-planning","L3","R2"
"data-platform-strategy-planning-department-lead","Data Platform","strategy-planning","L4","R3"
"data-platform-strategy-planning-executive-coordinator","Data Platform","strategy-planning","L5","R3"
"data-platform-analysis-research-utility-worker","Data Platform","analysis-research","L0","R1"
"data-platform-analysis-research-specialist","Data Platform","analysis-research","L1","R1"
"data-platform-analysis-research-senior-specialist","Data Platform","analysis-research","L2","R2"
"data-platform-analysis-research-team-lead","Data Platform","analysis-research","L3","R2"
"data-platform-analysis-research-department-lead","Data Platform","analysis-research","L4","R3"
"data-platform-analysis-research-executive-coordinator","Data Platform","analysis-research","L5","R3"
"data-platform-implementation-delivery-utility-worker","Data Platform","implementation-delivery","L0","R1"
"data-platform-implementation-delivery-specialist","Data Platform","implementation-delivery","L1","R1"
"data-platform-implementation-delivery-senior-specialist","Data Platform","implementation-delivery","L2","R2"
"data-platform-implementation-delivery-team-lead","Data Platform","implementation-delivery","L3","R2"
"data-platform-implementation-delivery-department-lead","Data Platform","implementation-delivery","L4","R3"
"data-platform-implementation-delivery-executive-coordinator","Data Platform","implementation-delivery","L5","R3"
"data-platform-operations-reliability-utility-worker","Data Platform","operations-reliability","L0","R1"
"data-platform-operations-reliability-specialist","Data Platform","operations-reliability","L1","R1"
"data-platform-operations-reliability-senior-specialist","Data Platform","operations-reliability","L2","R2"
"data-platform-operations-reliability-team-lead","Data Platform","operations-reliability","L3","R2"
"data-platform-operations-reliability-department-lead","Data Platform","operations-reliability","L4","R3"
"data-platform-operations-reliability-executive-coordinator","Data Platform","operations-reliability","L5","R3"
"data-platform-verification-governance-utility-worker","Data Platform","verification-governance","L0","R1"
"data-platform-verification-governance-specialist","Data Platform","verification-governance","L1","R1"
"data-platform-verification-governance-senior-specialist","Data Platform","verification-governance","L2","R2"
"data-platform-verification-governance-team-lead","Data Platform","verification-governance","L3","R2"
"data-platform-verification-governance-department-lead","Data Platform","verification-governance","L4","R3"
"data-platform-verification-governance-executive-coordinator","Data Platform","verification-governance","L5","R3"
"data-platform-knowledge-coordination-utility-worker","Data Platform","knowledge-coordination","L0","R1"
"data-platform-knowledge-coordination-specialist","Data Platform","knowledge-coordination","L1","R1"
"data-platform-knowledge-coordination-senior-specialist","Data Platform","knowledge-coordination","L2","R2"
"data-platform-knowledge-coordination-team-lead","Data Platform","knowledge-coordination","L3","R2"
"data-platform-knowledge-coordination-department-lead","Data Platform","knowledge-coordination","L4","R3"
"data-platform-knowledge-coordination-executive-coordinator","Data Platform","knowledge-coordination","L5","R3"
"ai-platform-strategy-planning-utility-worker","AI Platform","strategy-planning","L0","R1"
"ai-platform-strategy-planning-specialist","AI Platform","strategy-planning","L1","R1"
"ai-platform-strategy-planning-senior-specialist","AI Platform","strategy-planning","L2","R2"
"ai-platform-strategy-planning-team-lead","AI Platform","strategy-planning","L3","R2"
"ai-platform-strategy-planning-department-lead","AI Platform","strategy-planning","L4","R3"
"ai-platform-strategy-planning-executive-coordinator","AI Platform","strategy-planning","L5","R3"
"ai-platform-analysis-research-utility-worker","AI Platform","analysis-research","L0","R1"
"ai-platform-analysis-research-specialist","AI Platform","analysis-research","L1","R1"
"ai-platform-analysis-research-senior-specialist","AI Platform","analysis-research","L2","R2"
"ai-platform-analysis-research-team-lead","AI Platform","analysis-research","L3","R2"
"ai-platform-analysis-research-department-lead","AI Platform","analysis-research","L4","R3"
"ai-platform-analysis-research-executive-coordinator","AI Platform","analysis-research","L5","R3"
"ai-platform-implementation-delivery-utility-worker","AI Platform","implementation-delivery","L0","R1"
"ai-platform-implementation-delivery-specialist","AI Platform","implementation-delivery","L1","R1"
"ai-platform-implementation-delivery-senior-specialist","AI Platform","implementation-delivery","L2","R2"
"ai-platform-implementation-delivery-team-lead","AI Platform","implementation-delivery","L3","R2"
"ai-platform-implementation-delivery-department-lead","AI Platform","implementation-delivery","L4","R3"
"ai-platform-implementation-delivery-executive-coordinator","AI Platform","implementation-delivery","L5","R3"
"ai-platform-operations-reliability-utility-worker","AI Platform","operations-reliability","L0","R1"
"ai-platform-operations-reliability-specialist","AI Platform","operations-reliability","L1","R1"
"ai-platform-operations-reliability-senior-specialist","AI Platform","operations-reliability","L2","R2"
"ai-platform-operations-reliability-team-lead","AI Platform","operations-reliability","L3","R2"
"ai-platform-operations-reliability-department-lead","AI Platform","operations-reliability","L4","R3"
"ai-platform-operations-reliability-executive-coordinator","AI Platform","operations-reliability","L5","R3"
"ai-platform-verification-governance-utility-worker","AI Platform","verification-governance","L0","R1"
"ai-platform-verification-governance-specialist","AI Platform","verification-governance","L1","R1"
"ai-platform-verification-governance-senior-specialist","AI Platform","verification-governance","L2","R2"
"ai-platform-verification-governance-team-lead","AI Platform","verification-governance","L3","R2"
"ai-platform-verification-governance-department-lead","AI Platform","verification-governance","L4","R3"
"ai-platform-verification-governance-executive-coordinator","AI Platform","verification-governance","L5","R3"
"ai-platform-knowledge-coordination-utility-worker","AI Platform","knowledge-coordination","L0","R1"
"ai-platform-knowledge-coordination-specialist","AI Platform","knowledge-coordination","L1","R1"
"ai-platform-knowledge-coordination-senior-specialist","AI Platform","knowledge-coordination","L2","R2"
"ai-platform-knowledge-coordination-team-lead","AI Platform","knowledge-coordination","L3","R2"
"ai-platform-knowledge-coordination-department-lead","AI Platform","knowledge-coordination","L4","R3"
"ai-platform-knowledge-coordination-executive-coordinator","AI Platform","knowledge-coordination","L5","R3"
"automation-and-integration-platform-strategy-planning-utility-worker","Automation & Integration Platform","strategy-planning","L0","R1"
"automation-and-integration-platform-strategy-planning-specialist","Automation & Integration Platform","strategy-planning","L1","R1"
"automation-and-integration-platform-strategy-planning-senior-specialist","Automation & Integration Platform","strategy-planning","L2","R2"
"automation-and-integration-platform-strategy-planning-team-lead","Automation & Integration Platform","strategy-planning","L3","R2"
"automation-and-integration-platform-strategy-planning-department-lead","Automation & Integration Platform","strategy-planning","L4","R3"
"automation-and-integration-platform-strategy-planning-executive-coordinator","Automation & Integration Platform","strategy-planning","L5","R3"
"automation-and-integration-platform-analysis-research-utility-worker","Automation & Integration Platform","analysis-research","L0","R1"
"automation-and-integration-platform-analysis-research-specialist","Automation & Integration Platform","analysis-research","L1","R1"
"automation-and-integration-platform-analysis-research-senior-specialist","Automation & Integration Platform","analysis-research","L2","R2"
"automation-and-integration-platform-analysis-research-team-lead","Automation & Integration Platform","analysis-research","L3","R2"
"automation-and-integration-platform-analysis-research-department-lead","Automation & Integration Platform","analysis-research","L4","R3"
"automation-and-integration-platform-analysis-research-executive-coordinator","Automation & Integration Platform","analysis-research","L5","R3"
"automation-and-integration-platform-implementation-delivery-utility-worker","Automation & Integration Platform","implementation-delivery","L0","R1"
"automation-and-integration-platform-implementation-delivery-specialist","Automation & Integration Platform","implementation-delivery","L1","R1"
"automation-and-integration-platform-implementation-delivery-senior-specialist","Automation & Integration Platform","implementation-delivery","L2","R2"
"automation-and-integration-platform-implementation-delivery-team-lead","Automation & Integration Platform","implementation-delivery","L3","R2"
"automation-and-integration-platform-implementation-delivery-department-lead","Automation & Integration Platform","implementation-delivery","L4","R3"
"automation-and-integration-platform-implementation-delivery-executive-coordinator","Automation & Integration Platform","implementation-delivery","L5","R3"
"automation-and-integration-platform-operations-reliability-utility-worker","Automation & Integration Platform","operations-reliability","L0","R1"
"automation-and-integration-platform-operations-reliability-specialist","Automation & Integration Platform","operations-reliability","L1","R1"
